ac|en|fi|pt|ru|zh|ja|ko|de
demonspawn_expl|Blood Surge now deals 30% increased damage, its duration is increased by 1 second and its size is increased.|Veriaalto tuottaa nyt 30% lisävauriota, sen kesto pitenee yhdellä sekunnilla ja sen koko kasvaa.|Agora o aumento de sangue causa 30% de dano aumentado, sua duração é aumentada em 1 segundo e seu tamanho é aumentado.|Прилив Крови наносит увеличенный на 30% урон, длится на 1 секунду дольше и имеет увеличенный размер.|血涌现在造成的伤害提高30％，持续时间延长1秒，并且大小增加。|ブラッドサージは30％増加したダメージを与え、その持続時間は1秒増加し、そのサイズは増加します。|피의 파동으로 피해량이 30 % 증가하고 지속 시간이 1 초만큼 증가하고 크기가 증가합니다.|Der Blutstoß verursacht jetzt 30% mehr Schaden, seine Dauer wird um 1 Sekunde erhöht und seine Größe erhöht.
demonspawn2_expl|Increases Bone Storm's damage, aoe & tick rate.|Lisää Bone Stormin vahinkoa 25% ja lisää aoe.|Aumenta o dano da Tempestade Óssea em 25% e aumenta o AOE.|Костяной Вихрь наносит на 25% больше урона и имеет увеличенную область действия.|使骨风暴的伤害提高25％，并增加敌人的作用范围。|ボーンストームのダメージが25％増加し、aoeが増加します。|뼈 폭풍의 공격력이 25 % 증가하고 효과가 증가합니다.|Erhöht den Schaden des Knochensturms um 25% und die Aoe.
swordmaster_expl|Chance on attack to unleash a huge slash stunning and damaging enemies in its way.|Tappamalla vihollisen vahvistus +5 hyökkäysnopeutta ja +5 liikenopeutta. Pinoaa 5 kertaa.|Ao matar um inimigo, ganhe +5 de Velocidade de Ataque e +5 de Velocidade de Movimento. Acumula 5 vezes.|При убийстве врага получает +5 Скорости Атаки и +5 Скорости Передвижения. Суммируется до 5 раз.|杀死敌人时，获得+5攻击速度和+5移动速度。堆叠5次。|敵を倒すと、攻撃速度が5増加、移動速度が5増加します。 5回積み重ねます。|적을 죽이면 공격 속도 +5, 이동 속도 +5를 얻습니다. 5 회 중첩됩니다.|Wenn Sie einen Feind töten, erhalten Sie +5 Angriffsgeschwindigkeit und +5 Bewegungsgeschwindigkeit. Stapel 5 mal.
travelers_expl|Gain 50 movement speed, 15% experience gain and ability to fly.|50 pistettä lisää liikenopeutta ja kyky lentää.|Ganhe 50 de velocidade de movimento e habilidade de voar.|Дарует 50 Скорости Передвижения и Полет.|获得50移动速度和飞行能力。|50の移動速度と飛行能力を獲得します。|50의 이동 속도와 비행 능력을 얻습니다.|Erhalte 50 Bewegungsgeschwindigkeit und Flugfähigkeit.
uabel_expl|Gives a chance on attack to launch an Elemental Orb towards enemies and Shielding you for a portion of its damage.|Antaa mahdollisuuden laukaista Elemental Orb hyökkäyksen yhteydessä kohti vihollisia ja suojata sinut osalla sen aiheuttamasta vahingosta.|Dá uma chance no ataque de lançar uma esfera elementar em direção aos inimigos e protegê-lo de uma parte de seus danos.|Gives a chance on attack to launch an Elemental Orb towards enemies and Shielding you for a portion of its damage.|攻击时有机会向敌人发射一个元素球，并为你提供部分伤害的保护。|攻撃時に確率でエレメンタルオーブを敵に向けて発射し、そのダメージの一部を自分にシールドする。|Gives a chance on attack to launch an Elemental Orb towards enemies and Shielding you for a portion of its damage.|Gibt eine Chance, bei einem Angriff eine Elementarkugel auf Gegner zu schleudern, die Sie für einen Teil ihres Schadens abschirmt.
battleWorn_expl|Every third attack is empowered.|Joka kolmas hyökkäys saa voimaa.|A cada terceiro ataque é dado poder.|Every third attack is empowered.|每三次攻击都有权力。|3回目の攻撃ごとに力を発揮する。|Every third attack is empowered.|Jeder dritte Angriff wird bestärkt.
sheepKings_expl|Chance on attack to summon a Sheep Soldier. Also increases your maximum cap on Cdr% to 60%.|Chance on attack to summon a Sheep Soldier. Also increases your maximum cap on Cdr% to 60%.|Chance on attack to summon a Sheep Soldier. Also increases your maximum cap on Cdr% to 60%.|Chance on attack to summon a Sheep Soldier. Also increases your maximum cap on Cdr% to 60%.|Chance on attack to summon a Sheep Soldier. Also increases your maximum cap on Cdr% to 60%.|Chance on attack to summon a Sheep Soldier. Also increases your maximum cap on Cdr% to 60%.|Chance on attack to summon a Sheep Soldier. Also increases your maximum cap on Cdr% to 60%.|Chance on attack to summon a Sheep Soldier. Also increases your maximum cap on Cdr% to 60%.
illusionist_expl|aaaaaaaaa|||||||
illusionist2_expl|aaaaaaaaa|||||||
[runes]||||||||
runes1|Xeo|Xeo|Xeo|Xeo|L-Xeo|Xeo|Xeo|Xeo
runes2|Ye|Ye|Ye|Ye|L-Ye|Ye|Ye|Ye
runes3|Wei|Wei|Wei|Wei|L-Wei|Wei|Wei|Wei
runes4|Bo|Bo|Bo|Bo|L-Bo|Bo|Bo|Bo
runes5|Hae|Hae|Hae|Hae|L-Hae|Hae|Hae|Hae
runes6|Qi|Qi|Qi|Qi|L-Qi|Qi|Qi|Qi
runes7|Co|Co|Co|Co|L-Co|Co|Co|Co
runes8|Fio|Fio|Fio|Fio|L-Fio|Fio|Fio|Fio
runes9|Voj|Voj|Voj|Voj|L-Voj|Voj|Voj|Voj
runes10|Tun|Tun|Tun|Tun|L-Tun|Tun|Tun|Tun
runes11|Dau|Dau|Dau|Dau|M-Dau|Dau|Dau|Dau
runes12|Def|Def|Def|Def|M-Def|Def|Def|Def
runes13|Drax|Drax|Drax|Drax|M-Drax|Drax|Drax|Drax
runes14|Nol|Nol|Nol|Nol|M-Nol|Nol|Nol|Nol
runes15|Von|Von|Von|Von|M-Von|Von|Von|Von
runes16|Fem|Fem|Fem|Fem|M-Fem|Fem|Fem|Fem
runes17|Sal|Sal|Sal|Sal|S-Sal|Sal|Sal|Sal
runes18|Efoel|Efoel|Efoel|Efoel|M-Efoel|Efoel|Efoel|Efoel
runes19|Hel|Hel|Hel|Hel|M-Hel|Hel|Hel|Hel
runes20|Ber|Ber|Ber|Ber|M-Ber|Ber|Ber|Ber
runes21|Lux|Lux|Lux|Lux|M-Lux|Lux|Lux|Lux
runes22|Fox|Fox|Fox|Fox|M-Fox|Fox|Fox|Fox
runes23|Ox|Ox|Ox|Ox|H-Ox|Ox|Ox|Ox
runes24|Vex|Vex|Vex|Vex|H-Vex|Vex|Vex|Vex
runes25|Ham|Ham|Ham|Ham|H-Ham|Ham|Ham|Ham
runes26|Aux|Aux|Aux|Aux|H-Aux|Aux|Aux|Aux
runes27|Jex|Jex|Jex|Jex|H-Jex|Jex|Jex|Jex
runes28|Lem|Lem|Lem|Lem|H-Lem|Lem|Lem|Lem
runes29|Yeet|Yeet|Yeet|Yeet|H-Yeet|Yeet|Yeet|Yeet
runes30|Hyg|Hyg|Hyg|Hyg|S-Hyg|Hyg|Hyg|Hyg
runes31|Nut|Nut|Nut|Nut|S-Nut|Nut|Nut|Nut
runes32|Rex|Rex|Rex|Rex|S-Rex|Rex|Rex|Rex
runes33|Ist|Ist|Ist|Ist|H-Ist|Ist|Ist|Ist
runes34|Jah|Jah|Jah|Jah|H-Jah|Jah|Jah|Jah
runes35|Wii|Wii|Wii|Wii|S-Wii|Wii|Wii|Wii
runes36|Dam|Dam|Dam|Dam|S-Dam|Dam|Dam|Dam
runes37|Gul|Gul|Gul|Gul|S-Gul|Gul|Gul|Gul
runes38|Zod|Zod|Zod|Zod|S-Zod|Zod|Zod|Zod
runes39|Val|Val|Val|Val|S-Val|Val|Val|Val
[gems]||||||||
prefix_chipped|Chipped|Säröytynyt|Lascado|Поврежденный|龟裂的|欠けた|부서진|Beschädigt
prefix_flawed|Flawed|Virheellinen|Falho|Неидеальный|瑕疵的|傷のある|결함이 있는|Fehlerhaft
prefix_flawless|Flawless|Virheetön|Sem Falhas|Безупречный|精贵的|傷のない|결함이 없는|Makellos
prefix_perfect|Perfect|Täydellinen|Perfeito|Идеальный|完美的|完璧な|완벽한|Perfekt
rune_topaz|Topaz|Topaasi|Topázio|Топаз|黄玉|トパーズ|토파즈|Topas
rune_sapphire|Sapphire|Safiiri|Safira|Сапфир|蓝宝石|サファイア|사파이어|Saphir
rune_emerald|Emerald|Smaragdi|Esmeralda|Изумруд|翡翠|エメラルド|에메랄드|Smaragd
rune_ruby|Ruby|Rubiini|Rubi|Рубин|红宝石|ルビー|루비|Rubin
rune_skull|Skull|Pääkallo|Caveira|Череп|头骨|スカル|두개골|Schädel
rune_amethyst|Amethyst|Ametisti|Ametista|Аметист|紫水晶|アメジスト|자수정|Amethyst
rune_citrine|Citrine|Sitriini|Citrino|Цитрин|黄水晶|シトリン|담황색|Citrin
[runeword]||||||||
runeword1|Breath of the Dying|Kuolevan henkäys|Sopro do Moribundo|Предсмертный Вздох|垂死的气息|臨終の息|죽어가는 숨결|Atem der Sterbenden
runeword2|Windstride|Tuulentuoma|Passo do Vento|Воздушная Поступь|疾风|ウィンドストライド|윈드스트라이드|Windschritt
runeword3|Potency|Teho|Potência|Могущество|效力|潜在力|힘|Potenz
runeword4|Sleight|Silmänkääntäjä|Destreza|Ловкость|手法|巧妙|술책|Geschicklichkeit
runeword5|Shelter|Suoja|Abrigo|Убежище|避难所|シェルター|대피처|Unterkunft
runeword6|Mirage|Kangastus|Miragem|Мираж|海市蜃楼|ミラージュ|신기루|Illusion
runeword7|Thinking Cap|Mietintämyssy|Boné de Pensamento|Размышляпка|思考|シンキングキャップ|심사숙고|Denkmütze
runeword8|Lightforge|Valontakoja|Forja de Luz|Кузница Света|光铸|ライトフォージ|라이트포지|Lichtschmiede
runeword9|Scholar|Oppinut|Estudioso|Ученик|学者|学者|학자|Gelehrter
runeword10|Fortress|Linnoitus|Fortaleza|Крепость|堡垒|要塞|요새|Festung
runeword11|Bristle|Harjas|Cerda|Щетина|猪鬃|針毛|털|Borste
runeword12|Force|Voima|Força|Сила|力|力|힘|Kraft
runeword13|Mystify|Mystifioi|Mistificar|Мистифицировать|故弄玄虚|神秘化|신비화|Verwirren
runeword14|Shroud of Elements|Elementtiliina|Mortalha de Elementos|Покров Стихий|裹尸布的元素|エレメントのシュラウド|요소의 장막|Schleier der Elemente
runeword15|Mayhem|Sekasorto|Caos|Беспредел|混乱|騒乱|아수라장|Chaos
runeword16|Quickstep|Nopsajalka|Passo Rápido|Легкая Поступь|跳快步舞|クイックステップ|빠른 스텝|Schnellmarsch
runeword17|Rainbow|Sateenkaari|Arco-íris|Радуга|彩虹|虹|무지개|Regenbogen
runeword18|Havoc|Hävitys|Destruição|Опустошение|造成严重破坏|大混乱|혼란|Durcheinander
runeword19|Soulbraces|Sielupari|Par de Almas|Духовные Скрепы|灵魂枷锁|ソウルブレイス|소울브레이스|Seelenschutz
runeword20|Breach Gauntlets|Murtotaisteluhaskat|Manoplas de Violação|Наручи Разлома|窟窿长手套|ブリーチガントレット|위반 건틀릿|Handschuhe des Breach
runeword21|Gladstone Goose's Jacket|Hannu Hanhen Takki|Jaqueta de Ganso de Gladstone|Жакет Гуся Гладстона|格拉德斯通鹅的夹克|グラッドストーン･グース･ジャケット|글래드스톤 거위 재킷|Jacke des Gladstone Goose
runeword22|Preacher|Saarnaaja|Pregador|Проповедник|牧师|牧師|목사|Priester
runeword23|Perdition|Perikato|Perdição|Погибель|毁灭之路|破滅|지옥행|Verderben
runeword24|Ravager|Hävittäjä|Devastador|Разрушитель|劫掠者|ラベジャー|파괴자|Verwüster
runeword25|Catastrophe|Katastrofi|Catástrofe|Катастрофа|灾难|カタストロフ|참사|Katastrophe
runeword26|Judge|Tuomari|Juiz|Судья|法官|ジャッジ|판사|Richter
runeword27|Will of Thanos|Thanoksen Tahto|Vontade de Thanos|Воля Таноса|灭霸的意志|サノスの意志|타노스의 의지|Wille des Thanos
runeword28|Revelation|Paljastus|Revelação|Откровение|启示|啓示|시현|Offenbarung
runeword29|Kogarasumaru|Kogarasumaru|Kogarasumaru|Когарасумару|嘎嘎罗苏玛鲁|小烏丸|코가 라스 마루|Kogarasumaru
runeword30|Big Joe|Iso Joe|Grande Joe|Большой Джо|大乔|ビッグジョー|빅 조|Großer Joe
runeword31|Valkyrie|Valkyrie|Valquíria|Валькирия|女武神|ヴァルキリー|발키리|Walküre
runeword32|Enigma|Arvoitus|Enigma|Энигма|谜|エニグマ|수수께끼|Rätsel
runeword33|Mjolner|Mjølner|Mjolner|Мьёльнир|莫尔纳|ミョルナー|음 졸너|Mjolner
runeword34|Arcane Bastion|Arkaaninen linnake|Bastião Arcano|Таинственный Бастион|奥术堡垒|秘儀の砦|비전 요새|Arkane Bastion
runeword35|Ascendancy|Ylemmyys|Ascendência|Господство|优势|優勢|승천|Aufstieg
runeword36|Sovereignty|Suvereniteetti|Soberania|Независимость|主权|主権|주권|Souveränität
runeword37|Virulence|Virulence|Virulence|Эссенция Страдания|毒力|Virulence|Virulence|Virulence
runeword38|Carnage|Carnage|Carnage|Бойня|大屠杀|Carnage|Carnage|Carnage
