[talents]|en|fi|pt|ru|zh|ja|ko|de
hero_talent_5|Increases your chance to block attacks|Increases your chance to block attacks|Increases your chance to block attacks|Increases your chance to block attacks|增加你阻止攻击的几率|Increases your chance to block attacks|Increases your chance to block attacks|Increases your chance to block attacks
hero_talent_6|Increases your chance to dodge attacks|Increases your chance to dodge attacks|Increases your chance to dodge attacks|Increases your chance to dodge attacks|增加你躲避攻击的几率|Increases your chance to dodge attacks|Increases your chance to dodge attacks|Increases your chance to dodge attacks
hero_talent_7|Increases your damage from critical attacks|Increases your damage from critical attacks|Increases your damage from critical attacks|Increases your damage from critical attacks|增加你的暴击伤害|Increases your damage from critical attacks|Increases your damage from critical attacks|Increases your damage from critical attacks
hero_talent_8|Increases your Elemental Damage|Increases your Elemental Damage|Increases your Elemental Damage|Increases your Elemental Damage|增加你的元素伤害|Increases your Elemental Damage|Increases your Elemental Damage|Increases your Elemental Damage
hero_talent_9|Increases your Damage returned to enemies from their attacks|Increases your Damage returned to enemies from their attacks|Increases your Damage returned to enemies from their attacks|Increases your Damage returned to enemies from their attacks|增加你从敌人的攻击中回复的伤害|Increases your Damage returned to enemies from their attacks|Increases your Damage returned to enemies from their attacks|Increases your Damage returned to enemies from their attacks
hero_talent_10|Gives a chance to cast a Shockwave when attacking|Gives a chance to cast a Shockwave when attacking|Gives a chance to cast a Shockwave when attacking|Gives a chance to cast a Shockwave when attacking|攻击时有机会施放冲击波|Gives a chance to cast a Shockwave when attacking|Gives a chance to cast a Shockwave when attacking|Gives a chance to cast a Shockwave when attacking
hero_talent_11|Gives a chance to launch a Meteor when attacking|Gives a chance to launch a Meteor when attacking|Gives a chance to launch a Meteor when attacking|Gives a chance to launch a Meteor when attacking|攻击时有机会发射流星|Gives a chance to launch a Meteor when attacking|Gives a chance to launch a Meteor when attacking|Gives a chance to launch a Meteor when attacking
hero_talent_12|Gives a chance to cast a Divine Shield when getting hit by enemies|Gives a chance to cast a Divine Shield when getting hit by enemies|Gives a chance to cast a Divine Shield when getting hit by enemies|Gives a chance to cast a Divine Shield when getting hit by enemies|当被敌人击中时，有机会施放神盾|Gives a chance to cast a Divine Shield when getting hit by enemies|Gives a chance to cast a Divine Shield when getting hit by enemies|Gives a chance to cast a Divine Shield when getting hit by enemies
hero_talent_13|Gives a chance to inflict Bleed on attack|Gives a chance to inflict Bleed on attack|Gives a chance to inflict Bleed on attack|Gives a chance to inflict Bleed on attack|有机会在攻击时造成流血|Gives a chance to inflict Bleed on attack|Gives a chance to inflict Bleed on attack|Gives a chance to inflict Bleed on attack
hero_talent_14|Gives a chance to inflict Burning on attack|Gives a chance to inflict Burning on attack|Gives a chance to inflict Burning on attack|Gives a chance to inflict Burning on attack|有机会在攻击时造成灼伤|Gives a chance to inflict Burning on attack|Gives a chance to inflict Burning on attack|Gives a chance to inflict Burning on attack
hero_talent_15|Gives a chance to inflict Poison on attack|Gives a chance to inflict Poison on attack|Gives a chance to inflict Poison on attack|Gives a chance to inflict Poison on attack|有机会在攻击时施以毒药|Gives a chance to inflict Poison on attack|Gives a chance to inflict Poison on attack|Gives a chance to inflict Poison on attack
hero_talent_16|Increases your chance to inflict a Critical Attack|Increases your chance to inflict a Critical Attack|Increases your chance to inflict a Critical Attack|Increases your chance to inflict a Critical Attack|增加你造成致命攻击的几率|Increases your chance to inflict a Critical Attack|Increases your chance to inflict a Critical Attack|Increases your chance to inflict a Critical Attack
hero_talent_17|Increases your Movement Speed|Increases your Movement Speed|Increases your Movement Speed|Increases your Movement Speed|提高你的移动速度|Increases your Movement Speed|Increases your Movement Speed|Increases your Movement Speed
hero_talent_18|Increases your Attack Speed|Increases your Attack Speed|Increases your Attack Speed|Increases your Attack Speed|提高你的攻击速度|Increases your Attack Speed|Increases your Attack Speed|Increases your Attack Speed
hero_talent_19|Increases your Health|Increases your Health|Increases your Health|Increases your Health|增进健康|Increases your Health|Increases your Health|Increases your Health
hero_talent_20|Increases your Mana|Increases your Mana|Increases your Mana|Increases your Mana|增加你的法力值|Increases your Mana|Increases your Mana|Increases your Mana
hero_talent_21|Increases all of your primary stats|Increases all of your primary stats|Increases all of your primary stats|Increases all of your primary stats|增加你所有的基本属性|Increases all of your primary stats|Increases all of your primary stats|Increases all of your primary stats
hero_talent_22|Increases your Experience gained from all sources|Increases your Experience gained from all sources|Increases your Experience gained from all sources|Increases your Experience gained from all sources|增加你从各种渠道获得的经验|Increases your Experience gained from all sources|Increases your Experience gained from all sources|Increases your Experience gained from all sources
hero_talent_23|Increases your Magic Find|Increases your Magic Find|Increases your Magic Find|Increases your Magic Find|增加你的魔法发现|Increases your Magic Find|Increases your Magic Find|Increases your Magic Find
hero_talent_24|Increases all of your Resistances|Increases all of your Resistances|Increases all of your Resistances|Increases all of your Resistances|增加你所有的抵抗力|Increases all of your Resistances|Increases all of your Resistances|Increases all of your Resistances
hero_talent_25|Makes all your attacks Burst Shot|Makes all your attacks Burst Shot|Makes all your attacks Burst Shot|Makes all your attacks Burst Shot|让你所有的攻击都爆发|Makes all your attacks Burst Shot|Makes all your attacks Burst Shot|Makes all your attacks Burst Shot
hero_talent_26|Makes all your attacks Multishot|Makes all your attacks Multishot|Makes all your attacks Multishot|Makes all your attacks Multishot|让你所有的攻击都很火爆|Makes all your attacks Multishot|Makes all your attacks Multishot|Makes all your attacks Multishot
hero_talent_27|Increases the Size of your projectiles and most abilities|Increases the Size of your projectiles|Increases the Size of your projectiles|Increases the Size of your projectiles|增加投射物的大小|Increases the Size of your projectiles|Increases the Size of your projectiles|Increases the Size of your projectiles
hero_talent_28|Increases your Strength|Nostaa voimaasi|Aumenta sua Força|Увеличивает Силу|增加你的力量|あなたの強さを増加|힘을 올리세요|Erhöht deine Stärke
hero_talent_29|Increases your Energy|Increases your Energy|Increases your Energy|Increases your Energy|增加你的能量|Increases your Energy|Increases your Energy|Increases your Energy
hero_talent_30|Increases your Stamina|Increases your Stamina|Increases your Stamina|Increases your Stamina|增加你的耐力|Increases your Stamina|Increases your Stamina|Increases your Stamina
[minion_talents]||||||||
minion_m_off_1_header|Attack Power|Hyökkäysvoima|Poder de Ataque|Сила Атаки|攻击力|攻撃力|공격력|Angriffskraft
minion_m_off_2_header|Carnage|Verilöyly|Chacina|Бойня|大屠杀|大殺戮|학살|Blutbad
minion_m_off_3_header|Battle Charge|Taisteluryntäys|Carga de Batalha|Рывок|战斗冲锋|バトルチャージ|배틀 챠지|Kampfansturm
minion_m_off_4_header|Double Strike|Tuplaisku|Ataque Duplo|Двойной Удар|双击|ダブルストライク|더블 스트라이크|Doppelschlag
minion_m_off_5_header|Swiftness|Nopeus|Agilidade|Ловкость|迅捷|スイフトネス|신속|Schnelligkeit
minion_m_off_6_header|Shredder|Silppuri|Triturador|Шреддер|绞肉机|シュレッダー|슈레더|Häcksler
minion_m_off_7_header|Armor Break|Suojanläpäisy|Quebra-Armadura|Разрушение Брони|护甲击裂|アーマーブレイク|아머 브레이크|Rüstung durchbrechen
minion_m_off_8_header|Ground Smash|Maanläimäys|Esmaga-Chão|Сотрясение|地面重击|グラウンドスマッシュ|그라운드 스매쉬|Bodenzerschmetterer
||||||||
minion_m_off_1|Increases Mercenary attack damage.|Nostaa Kätyrin hyökkäysvahinkoa.|Aumenta o dano de ataque do Mercenário|Увеличивает урон Атаки Наемника.|增加雇佣兵攻击伤害。|マーセナリーの攻撃ダメージを増大。|용병의 공격 데미지가 증가합니다.|Erhöht den Angriffsschaden des Söldners.
minion_m_off_2|Gives Mercenary a chance to deal extra damage on attack|Antaa Kätyrille mahdollisuuden tuottaa lisävahinkoa hyökätessä|Dá ao Mercenário a chance de causar dano extra ao atacar|Дарует Наемнику шанс нанести дополнительный урон при Атаке.|使雇佣兵被攻击时有机会施放额外伤害|マーセナリーが確率で攻撃時に追加ダメージを与える|용병의 공격에 추가 피해를 줄 수있는 기회를 줍니다.|Verleiht dem Söldner die Chance, mit Angriffen zusätzlichen Schaden zu verursachen.
minion_m_off_3|Mercenary charges towards the closest enemies dealing extra damage and stunning them.|Kätyri ryntää kohti lähintä vihollista tainnuttaen sen ja tuottaen lisävahinkoa.|O Mercenário corre para os inimigos mais próximos, causando dano extra e atordoamento.|Наемник совершает рывок в сторону ближайших противников, наносит урон и оглушает их.|雇佣兵冲向最近的敌人， 造成额外伤害并使其昏迷。|マーセナリー が 一番 近い 敵 に 突進 して 追加 ダメージ を 与えて 麻痺 さ せる。|용병이 가장 가까운 적에게 달려 가 공격하여 추가 데미지를 입히며 기절시킵니다.|Der Söldner stürmt auf die nächsten Gegner zu, verursacht zusätzlichen Schaden und betäubt sie.
minion_m_off_4|Gives Mercenary a chance to attack twice at once|Antaa Kätyrille mahdollisuuden hyökätä kahdesti kerralla|Dá ao Mercenário a chance de atacar duas vezes seguidas|Дарует Наемнику шанс провести 2 быстрых удара за одну Атаку.|让雇佣兵有机会在被攻击时实施两次攻击|マーセナリーが確率で攻撃時に2回攻撃する|용병에게 한 번에 두 번 공격할 기회를 줍니다|Verleiht dem Söldner die Chance, beim Angriff zweimal anzugreifen.
minion_m_off_5|Increases Mercenary attack speed.|Nostaa Kätyrin hyökkäysnopeutta|Aumenta a velocidade do Mercenário|Увеличивает Скорость Атаки Наемника.|增加雇佣兵的攻击速度。|マーセナリーの攻撃スピードを増大。|용병의 공격 속도가 증가합니다.|Erhöht die Angriffsgeschwindigkeit des Söldners.
minion_m_off_6|Summons an orbiting object that damages enemies it impacts.|Kutsuu kiertävän objektin, joka vahingoittaa vihollisia osuessa.|Invoca um objeto que orbita o Mercenário e causa dano ao impacto.|Призывает Шреддер, который вращается вокруг него и наносит урон врагам при контакте.|召唤一个盘旋器， 对敌人造成伤害。|軌道オブジェクトを召喚して、 オブジェクトが衝突した敵にダメージを与える。|용병의 주변을 멤도는 물체를 소환해, 닿는 적에게 피해를 줍니다.|Beschwört ein Objekt, das kreisförmige Bahnen zieht und Gegnern, die es trifft, Schaden zufügt.
